,Type,Related url,planned/unplanned,Cause,Body,Start Time,End Time,Duration,Context
101,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/585,unplanned,Unknown,A few optimizer improvements None,2024-03-06T21:28:52Z,2024-03-06T21:28:58Z,0 days 00:00:06,optimizer improvement none
102,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/584,unplanned,Unknown,"Remove unused kwargs passed to requests sent through `AzureOpenAI` This commit is to remove unused kwargs that we include in the requests sent through `AzureOpenAI` class.

This seems to fix this issue: https://github.com/stanfordnlp/dspy/issues/543",2024-03-06T20:57:06Z,2024-03-07T06:32:25Z,0 days 09:35:19,remove unused kwargs pass request send azureopenai commit remove unused kwargs include request send azureopenai class seem fix issue
103,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/581,unplanned,Unknown,env var for cache_utils.py add environmental variable ''DPS_CACHEBOOL' to activate or deactivate cache. By default True.,2024-03-06T17:19:59Z,2024-03-17T22:18:45Z,11 days 04:58:46,env var cacheutilspy add environmental variable dpscachebool activate deactivate cache default true
105,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/579,unplanned,Unknown,"Update ProgramOfThought.md: Example Uses the extended signature syntax by utilizing a class wrapping dspy.Signature, because .attach() seems deprecated",2024-03-06T17:07:58Z,2024-03-11T17:50:11Z,5 days 00:42:13,update programofthoughtmd example use extended signature syntax utilize class wrapping dspysignature attach seem deprecate
110,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/574,unplanned,Unknown,"New Typed Signature Optimizer Also fixed a bug with list inputs, and another bug on predictors with no input fields.",2024-03-06T09:43:39Z,2024-03-06T16:34:28Z,0 days 06:50:49,new typed signature optimizer also fix bug list input another bug predictor input field
112,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/571,unplanned,Unknown,Upgrade pydantic to ^2.6 Fix for https://github.com/stanfordnlp/dspy/issues/570,2024-03-06T05:20:26Z,2024-03-19T13:51:03Z,13 days 08:30:37,upgrade pydantic fix
113,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/569,unplanned,Unknown,"2 commits: 1 bad, 1 good None",2024-03-06T01:46:19Z,2024-03-06T06:14:08Z,0 days 04:27:49,commits bad good none
114,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/567,unplanned,Unknown,"DSPy Only Predict This PR is intended to get a ""DSPy Only Predict"" running, ie. No `dsp` code running. 
This is ultimately the point at which the Backend refactor becomes breaking, 

## TODOs, This includes a few main points:

### 1. Move over `dsp`'s predict primitives:
- [x] Greedy & Partial decoding for Templates, allowing the `dspy.Template` to extract each field regardless of whether all fields were generated successfully.
- [x] Recursive ""healing"" for Template based generation calls. Ie. Some generate calls, often do not include all fields. 
- [x] Tests for BackendTemplates with partially completed calls.
- [x] Ensure parameters for `max_tokens`, `temperature` and recursive workflow `max`_retries` are respected and exposed appropriately.

### 2. Introduce new `DummyLanguageModel` for use with the `BaseLM`.
- [x] Build backend agnostic Dummy Language Model.
- [x] Add tests for `TemplateBackend` generate calls without recovery.
- [x] Add tests for `TemplateBackend` generate calls with recovery.

### 3. Update `Predict`
- [x] Remove all stale attributes (lm)
- [x] Transition away from `dsp.Example` and `dsp.Template` to `dspy.Example` and `dspy.Template`.
- [x] Generate new predictions for Backend infrastructure.
- [x] Expand `Predict` tests to ensure functionality remains consistent.

## Questions

#### 1. Do we expect the 'non-Template' backends to use recursive healing functionality.
 I imagine, non-Templates would not need this functionality. I have currently included it within the `BaseBackend` but it could be pulled out and included within the `TemplateBackend` only.

#### 2. Load/Dump State for the current `dspy.Predict` class will be broken with this change.
Ultimately, starting this integration across the different module classes is going to be breaking. Are there specific concerns we have regarding this, how do we want to manage this? Migration details etc. Also is it worth merging the backend implementations earlier than transitioning the Module classes?

Let me know what you think? @CyrusOfEden @okhat.",2024-03-06T00:42:08Z,2024-03-13T20:37:34Z,7 days 19:55:26,dspy predict pr intend get dspy predict run ie dsp code run ultimately point backend refactor become break todos include main point move dsps predict primitive greedy partial decoding template allow dspytemplate extract field regardless whether field generate successfully recursive heal template base generation call ie generate call often include field test backendtemplates partially complete call ensure parameter maxtokens temperature recursive workflow maxretries respect expose appropriately introduce new dummylanguagemodel use baselm build backend agnostic dummy language model add test templatebackend generate call without recovery add test templatebackend generate call recovery update predict remove stale attribute lm transition away dspexample dsptemplate dspyexample dspytemplate generate new prediction backend infrastructure expand predict test ensure functionality remain consistent question expect nontemplate backends use recursive healing functionality imagine nontemplates would need functionality currently include within basebackend could pull include within templatebackend loaddump state current dspypredict class broken change ultimately start integration across different module class go break specific concern regard want manage migration detail etc also worth merge backend implementation earlier transition module class let know think cyrusofeden okhat
115,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/565,unplanned,Unknown,"ci(dspy): Fix failing tests coming from forks This PR does two main things:
1. It fixes an issue where the code would try to checkout code from a repo it did not have access to. The way I wrote it to checkout ```{{ github.head_ref}}``` was incorrect. This should resolve the issues that CI tests coming from forks face.
2. Starts to add a workflow to upload an artifact to add a comment to run the style checks",2024-03-05T23:28:33Z,2024-03-07T21:50:44Z,1 days 22:22:11,cidspy fix fail test come fork pr two main thing fix issue code would try checkout code repo access way write checkout githubheadref incorrect resolve issue ci test come forks face start add workflow upload artifact add comment run style check
116,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/564,unplanned,Unknown,bug(dspy): Fix CI checking out wrong repo None,2024-03-05T22:00:28Z,2024-03-05T23:37:55Z,0 days 01:37:27,bugdspy fix ci check wrong repo none
117,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/563,unplanned,Unknown,Add optional parameter 'k' to forward method in FaissRM class Testing theory that CI breaking in #559 is due to being on a DSPy fork,2024-03-05T20:21:57Z,2024-03-05T20:25:35Z,0 days 00:03:38,add optional parameter k forward method faissrm class test theory ci break due dspy fork
118,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/562,unplanned,Unknown,Adds native support for Claude models Adds native support for claude wrapper,2024-03-05T19:50:11Z,2024-03-09T20:26:57Z,4 days 00:36:46,add native support claude model add native support claude wrapper
119,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/561,unplanned,Unknown,Fix applymap deprecation warning Fixes #492 ,2024-03-05T19:30:46Z,2024-03-09T18:33:13Z,3 days 23:02:27,fix applymap deprecation warning fix
120,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/559,unplanned,Unknown,add 'k' as argument to FaissRM.forward() add 'k' as argument to FaissRM.forward(),2024-03-05T12:29:58Z,2024-03-10T19:06:33Z,5 days 06:36:35,add k argument faissrmforward add k argument faissrmforward
122,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/555,unplanned,Unknown,Fix return_all_scores in evaluate Addresses https://github.com/stanfordnlp/dspy/issues/477,2024-03-05T04:40:17Z,2024-03-07T21:50:46Z,2 days 17:10:29,fix returnallscores evaluate address
124,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/553,unplanned,Unknown,"docs(dspy): add toy invocation of model to minimal-example The new docs are awesome, and this is a 1 line change that I propose to improve `minimal-example`",2024-03-05T02:22:12Z,2024-03-05T17:49:10Z,0 days 15:26:58,docsdspy add toy invocation model minimalexample new doc awesome line change propose improve minimalexample
125,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/552,unplanned,Unknown,"Introduce dspy.Template The original implementation of `TemplateBackend` relied upon the `signature_to_template` function. This would take in a `dspy.Signature` and return a `dsp.Template`. However, we would pass `dspy.Example` into the `dsp.Template` and the extract function would return `dsp.Example` a different type. Leaving us with two different types of `Example` within a single prediction. To combat this, a new `Template` primitive was introduced into `dspy` to mirror and replace the original `dsp.Template`.

I do not expect this current PR to achieve feature parity with the original class, but initial tests have been introduced to mock and mirror the current prompt structure used in `dsp`.

Let me know what you think @CyrusOfEden, the last piece I believe to start using the `TemplateBackend` is to fully explore the `do_generate` function dealing with incomplete or inaccurate completions.",2024-03-04T21:42:19Z,2024-03-05T00:54:11Z,0 days 03:11:52,introduce dspytemplate original implementation templatebackend rely upon signaturetotemplate function would take dspysignature return dsptemplate however would pass dspyexample dsptemplate extract function would return dspexample different type leave u two different type example within single prediction combat new template primitive introduce dspy mirror replace original dsptemplate expect current pr achieve feature parity original class initial test introduce mock mirror current prompt structure use dsp let know think cyrusofeden last piece believe start use templatebackend fully explore dogenerate function deal incomplete inaccurate completion
126,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/551,unplanned,Unknown,"Fix _print_signature() for verbose=True Fix the following error:

```
[/usr/local/lib/python3.10/dist-packages/dspy/teleprompt/signature_opt.py](https://localhost:8080/#) in _print_signature(self, predictor)
     96                 signature = predictor.extended_signature1
     97             # print(f""i: {signature.instructions}"")
---> 98             # print(f""p: {list(signature.fields().values())[-1].json_schema_extra['prefix']}"")
     99             print()
    100 

TypeError: 'dict' object is not callable
```

for [Signature Optimizer example](https://dspy-docs.vercel.app/docs/deep-dive/teleprompter/signature-optimizer). Also, `compiled_prompt_opt = teleprompter.compile(cot, devset=devset, eval_kwargs=kwargs)` should be changed to `compiled_prompt_opt = teleprompter.compile(cot_baseline, devset=devset, eval_kwargs=kwargs)`",2024-03-04T21:36:27Z,2024-03-05T17:40:58Z,0 days 20:04:31,fix printsignature verbosetrue fix follow error printsignatureself predictor signature printfi signatureinstructions printfp listsignaturefieldsvaluesjsonschemaextra print typeerror dict object callable also compiledpromptopt telepromptercompilecot devsetdevset evalkwargskwargs change compiledpromptopt telepromptercompilecotbaseline devsetdevset evalkwargskwargs
128,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/548,unplanned,Unknown,"Add support for neo4j vector index Neo4j has a vector index that can be used for vector retrieval in RAG in other applications. It can be expanded with retrieval query, so that it can traverse through the graph after the initial vector search if needed.",2024-03-04T19:16:56Z,2024-03-09T18:30:58Z,4 days 23:14:02,add support vector index vector index use vector retrieval rag application expand retrieval query traverse graph initial vector search need
129,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/547,unplanned,Unknown,"fix: printing signature fields in verbose mode for signature_opt #482 introduced _print_signature() for verbose mode in signature optimizer.
```python    
def _print_signature(self, predictor):
        if self.verbose:
            if (hasattr(predictor, 'extended_signature')):
                signature = predictor.extended_signature
            else:
                signature = predictor.extended_signature1
            print(f""i: {signature.instructions}"")
            print(f""p: {list(signature.fields().values())[-1].json_schema_extra['prefix']}"")
            print()
```

fields() is a property method in SignatureMeta class. 
```python
@property
def fields(cls):
    # Make sure to give input fields before output fields
    return {**cls.input_fields, **cls.output_fields}`
```
""fields"" method is being used incorrectly in _print_signature()
The current _print_signature() implementation is raising 'TypeError: 'dict' object is not callable' when trying to use signature optimizer as per the tutorial provided in [https://dspy-docs.vercel.app/docs/deep-dive/teleprompter/signature-optimizer](url)

The tutorial for signature optimizer provided in the docs feels a bit incomplete. The tutorial example uses HotPotQA and GSM8K datasets inconsistently. While trying the example with HotPotQA dataset, I encountered an error of input keys not being set. Then I noticed that while creating Example objects for data, the with_inputs() method is not called in HotPotQA whereas it is called correctly in GSM8K. I am not sure if it is a known issue. 

Example objects creation for hotpotqa:
```python
    def _shuffle_and_sample(self, split, data, size, seed=0):
        '''
            The setting (seed=s, size=N) is always a subset
            of the setting (seed=s, size=M) for N < M.
        '''

        data = list(data)

        # Shuffle the data irrespective of the requested size.
        base_rng = random.Random(seed)

        if self.do_shuffle:
            base_rng.shuffle(data)

        data = data[:size]
        output = []

        for example in data:
            output.append(Example(**example, dspy_uuid=str(uuid.uuid4()), dspy_split=split))
        
        # TODO: NOTE: Ideally we use these uuids for dedup internally, for demos and internal train/val splits.
        # Now, some tasks (like convQA and Colors) have overlapping examples. Here, we should allow the user to give us
        # a uuid field that would respect this in some way. This means that we need a more refined concept that
        # uuid (each example is unique) and more like a group_uuid.

        # rng = random.Random(seed)
        # rng.shuffle(data)

        return output
```

Example objects creation for gsm8k:

```python
        trainset = [dspy.Example(**x).with_inputs('question') for x in trainset]
        devset = [dspy.Example(**x).with_inputs('question') for x in devset]
        testset = [dspy.Example(**x).with_inputs('question') for x in testset]
```

I tested the current change with a custom dataset I created from ""math_qa"" huggingface dataset. Verbose mode now works as expected. I am open to a better reasoning or raising my concerns as an issue.
",2024-03-04T14:14:57Z,2024-03-05T17:21:20Z,1 days 03:06:23,fix printing signature field verbose mode signatureopt introduce printsignature verbose mode signature optimizer python def printsignatureself predictor selfverbose hasattrpredictor extendedsignature signature predictorextendedsignature else signature printfi signatureinstructions printfp listsignaturefieldsvaluesjsonschemaextra print field property method signaturemeta class python property def fieldscls make sure give input field output field return clsinputfields clsoutputfields field method use incorrectly printsignature current printsignature implementation raise typeerror dict object callable try use signature optimizer per tutorial provide url tutorial signature optimizer provide docs feel bite incomplete tutorial example use hotpotqa datasets inconsistently try example hotpotqa dataset encounter error input key set noticed create example object data withinputs method call hotpotqa whereas call correctly sure know issue example object creation hotpotqa python def shuffleandsampleself split data size set seed sizen always subset set seed sizem n data listdata shuffle data irrespective request size baserng randomrandomseed selfdoshuffle baserngshuffledata data data output example data outputappendexampleexample dspysplitsplit todo note ideally use uuids dedup internally demos internal trainval split task like convqa color overlap example allow user give u uuid field would respect way mean need refine concept uuid example unique like groupuuid rng randomrandomseed rngshuffledata return output example object creation python trainset devset testset test current change custom dataset create mathqa huggingface dataset verbose mode work expect open well reason raise concern issue
130,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/545,unplanned,Unknown,"Synthetic Data Generation v2 **Usage:**
[1] Features:
```python
import dsp
from dspy.datasets import DataLoader
from dspy.experimental import Synthesizer, SynthesizerArguments

class GenerateAnswer(dspy.Signature):
    """"""Answer questions with short factoid answers.""""""

    context = dspy.InputField(desc=""may contain relevant facts"")
    question = dspy.InputField()
    answer = dspy.OutputField(desc=""often between 1 and 5 words"")

config = SynthesizerArguments()
synthesizer = Synthesizer(config=config)

syn_data = synthesizer.generate(GenerateAnswer, num_data=10)

synthesizer.export(data=syn_data, path=""syn_datacsv"")
```

[2] Batched Generation(Faster):
```python
from dspy.datasets import DataLoader
from dspy.experimental import Synthesizer, SynthesizerArguments

dl = DataLoader()

data = dl.from_huggingface(
    ""gsm8k"", ""main"",
    fields=(""question"", ""answer""),
    input_keys=(""question"",),
    split=""train[:8]""
)

config = SynthesizerArguments()
synthesizer = Synthesizer(config=config)

synthesizer.generate(
    ground_source=data,
    num_data=10,
    batch_size=2,
)
```

[3] Feedback Driven Generation
```python
config = SynthesizerArguments(
    feedback_mode=""llm"", # or ""human"" for human in a loop generation
    num_example_for_feedback=3,
)
synthesizer = Synthesizer(config=config)

synthesizer.generate(
    ground_source=data,
    num_data=10,
    batch_size=2,
)
```

[4] Tweakable LM for input and output gen and support for module based output generation

[5] Example based input generation optimization",2024-03-04T14:02:26Z,2024-03-14T12:37:20Z,9 days 22:34:54,synthetic data generation usage feature python import dsp dspydatasets import dataloader dspyexperimental import synthesizer synthesizerarguments class generateanswerdspysignature answer question short factoid answer context dspyinputfielddescmay contain relevant fact question dspyinputfield answer dspyoutputfielddescoften word config synthesizerarguments synthesizer synthesizerconfigconfig syndata synthesizergenerategenerateanswer synthesizerexportdatasyndata pathsyndatacsv batch generationfaster python dspydatasets import dataloader dspyexperimental import synthesizer synthesizerarguments dl dataloader data dlfromhuggingface main fieldsquestion answer inputkeysquestion splittrain config synthesizerarguments synthesizer synthesizerconfigconfig synthesizergenerate groundsourcedata feedback driven generation python config synthesizerarguments feedbackmodellm human human loop generation synthesizer synthesizerconfigconfig synthesizergenerate groundsourcedata tweakable lm input output gen support module base output generation example base input generation optimization
131,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/542,unplanned,Unknown,bug(dspy): Move ensemble import to teleprompt Adds ensemble to the teleprompt imports. Solves #533 ,2024-03-04T05:56:01Z,2024-03-05T03:03:06Z,0 days 21:07:05,bugdspy move ensemble import teleprompt add ensemble teleprompt import solves
132,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/541,unplanned,Unknown,"ci(dspy): Fix tests failing - remove --no-root flag ## 📝 Changes Description

This MR/PR contains the following changes:
...

## ✅ Contributor Checklist

- [] Pre-Commit checks are passing (locally and remotely)
- [] Title of your PR / MR corresponds to the required format
- [] Commit message follows required format {label}(dspy): {message}

## ⚠️ Warnings

Anything we should be aware of ?
",2024-03-04T05:02:43Z,2024-03-04T05:09:41Z,0 days 00:06:58,cidspy fix test fail remove noroot flag change descriptionthis mrpr contains follow change contributor checklist precommit check pass locally remotely title pr mr corresponds require format commit message follow require format labeldspy message warningsanything aware
133,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/540,unplanned,Unknown,"Improvements to Signature 1. Support for parsed string types, like ""input: int -> output: int"" using ast parsing.
2. Support for `n=...` like the normal predictor's completions.
3. Validation of fields in signature (before pydantic only validated fields in sub types)
4. A few lint fixes",2024-03-03T22:15:32Z,2024-03-03T22:15:39Z,0 days 00:00:07,improvement signature support parse string type like input int output int use ast parse support n like normal predictor completion validation field signature pydantic validate field sub type lint fix
134,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/538,unplanned,Unknown,"ci(dspy): Add Ruff linting workflow Makes CI better:
1. Caches poetry installation
2. Caches python install dependencies
3. Auto commit style fixes (That commit wont be tested, but the tests get run post-lint, so if it breaks something the tests will fail)
",2024-03-03T16:04:34Z,2024-03-04T04:23:58Z,0 days 12:19:24,cidspy add ruff linting workflow make ci well cache poetry installation cache python install dependency auto commit style fix commit wont test test get run postlint break something test fail
135,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/536,unplanned,Unknown,Update skycamp2023.ipynb Referring to completed tutorial more explicitly. Regarding https://github.com/stanfordnlp/dspy/issues/523,2024-03-03T11:24:13Z,2024-03-03T11:53:53Z,0 days 00:29:40,update refer complete tutorial explicitly regard
137,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/532,unplanned,Unknown,"Update README.md What do you think about having a types section in the examples like this?
I can expand it more, or make it shorter.",2024-03-02T22:57:25Z,2024-03-02T23:11:21Z,0 days 00:13:56,update readmemd think type section example like expand make shorter
138,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/530,unplanned,Unknown,"Synthetic Data Generation `Synthesizer` is a synthetic data generation utility that generates synthetic data based on sample input data you provide to it. All you need to pass is a few examples and `num_data` i.e. no. of synthetic datapoints you want to generate and it'll take care of it.

**Usage:** 
```python
from dspy.datasets import DataLoader, Synthesizer

dl = DataLoader()

data = dl.from_huggingface(
    ""gsm8k"", ""main"",
    fields=(""question"", ""answer""),
    input_keys=(""question"",),
    split=""train[:3]""
)

synthesizer = Synthesizer()

syn_data = synthesizer.generate(examples=data, num_data=10)

synthesizer.export(data=syn_data, path=""syn_data_gpt_4.csv"")
```",2024-03-02T18:16:21Z,2024-03-02T22:04:03Z,0 days 03:47:42,synthetic data generation synthesizer synthetic data generation utility generate synthetic data base sample input data provide need pas example numdata ie synthetic datapoints want generate itll take care usage python dspydatasets import dataloader synthesizer dl dataloader data dlfromhuggingface main fieldsquestion answer inputkeysquestion splittrain synthesizer synthesizer syndata synthesizergenerateexamplesdata synthesizerexportdatasyndata
139,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/529,unplanned,Unknown,"Feature data generation This commit introduces the `synthetic_data_generation` function in the utils. The function dynamically generates synthetic data based on a given Pydantic schema class and sample size. The function constructs a custom dspy.Signature class, leverages dspy.Predict for data generation, and organizes the generated data into examples using dspy.Example. This enhancement streamlines the process of creating synthetic datasets for testing and development purposes.

Usage:
```python

# Generating synthetic data via a pydantic model
generator = SyntheticDataGenerator(schema_class=SyntheticFacts)
examples = generator.generate(sample_size=6)

# # Generating synthetic data via existing examples
generator = SyntheticDataGenerator(examples=existing_examples)
examples = generator.generate(sample_size=5)

```
",2024-03-02T15:11:51Z,2024-03-02T22:03:05Z,0 days 06:51:14,feature data generation commit introduces syntheticdatageneration function utils function dynamically generate synthetic data base give pydantic schema class sample size function construct custom dspysignature class leverage dspypredict data generation organizes generate data example use dspyexample enhancement streamlines process create synthetic datasets test development purpose usage python generate synthetic data via pydantic model generator syntheticdatageneratorschemaclasssyntheticfacts examples generate synthetic data via exist example generator syntheticdatageneratorexamplesexistingexamples example
143,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/522,unplanned,Unknown,"BootstrapFewShot failing due to lm.copy for AzureOpenAI, #521 BootstrapFewShot failing due to lm.copy for AzureOpenAI, likely due to positional argument issue from recent changes.

- Issue: https://github.com/stanfordnlp/dspy/issues/521

### Environment
- code: 98304a2eb9d1dddaaa846e30258cd5d8fc6b5d8d
- model azure openai

### Error message
- during `BootstrapFewShot` run, code errored out due to missing arguments, `api_version`

```
>[dspy/dsp/modules/lm.py](https://file+.vscode-resource.vscode-cdn.net/Users/insop/Projects/Github/NLP/dspy/dsp/modules/lm.py)(106)copy()
    102         model = kwargs.pop('model')
    105
--> 106         return self.__class__(model, **kwargs)
```

### Changes

AzureOpenAI expects positional arguments, so it is failing. I am putting my change for review if that will impact other models.

```
class AzureOpenAI(LM):
...

    def __init__(
        self,
        api_base: str,
        api_version: str,
        model: str = ""gpt-3.5-turbo-instruct"",
        api_key: Optional[str] = None,
        model_type: Literal[""chat"", ""text""] = ""chat"",
        **kwargs,
    ):",2024-03-02T01:29:38Z,2024-03-02T23:08:42Z,0 days 21:39:04,bootstrapfewshot fail due lmcopy azureopenai bootstrapfewshot fail due lmcopy azureopenai likely due positional argument issue recent change issue environment code model azure openai error message bootstrapfewshot run code errored due miss argument apiversion model kwargspopmodel return selfclassmodel kwargs change azureopenai expect positional argument fail put change review impact model class azureopenailm def init self apibase str apiversion str model str apikey optional none modeltype literal chat kwargs
148,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/516,unplanned,Unknown,"fix: import of ChromaRM ## 📝 Changes Description

This MR/PR contains the following changes:
...

## ✅ Contributor Checklist

- [x] Pre-Commit checks are passing (locally and remotely)
- [x] Title of your PR / MR corresponds to the required format
- [x] Commit message follows required format {label}(dspy): {message}

## ⚠️ Warnings

Anything we should be aware of ?
",2024-03-01T21:45:24Z,2024-03-05T17:45:45Z,3 days 20:00:21,fix import chromarm change descriptionthis mrpr contains follow change contributor checklist precommit check pass locally remotely title pr mr corresponds require format commit message follow require format labeldspy message warningsanything aware
149,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/515,unplanned,Unknown,"Reformatted all the code with ruff As per our discussions, I ran `ruff . --fix` on the entire code base.
I had to change a few things to get the tests to still run:
```
[tool.ruff.lint.per-file-ignores]
""**/{tests,docs}/*"" = [""ALL""]
""**__init__.py"" = [""F401""]
```
The first line just disables linting/error fixing on the tests.
This was necessary, because some tests do stuff like importing `List` rather than using `list`, because it wants to be backwards compatible.
The line `""**__init__.py"" = [""F401""]` prevents `ruff` from removing unused imports in `__init__.py` files, which are used to make those modules publicly available.",2024-03-01T21:23:55Z,2024-03-02T23:08:00Z,1 days 01:44:05,reformatted code ruff per discussion run ruff fix entire code base change thing get test still run testsdocs initpy first line disables lintingerror fix test necessary test stuff like import list rather use list want backwards compatible line initpy prevents ruff remove unused import initpy file use make module publicly available
150,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/513,unplanned,Unknown,fixed bug in previous commit Apologies. Better tested this time.,2024-03-01T19:59:39Z,2024-03-01T20:00:07Z,0 days 00:00:28,fix bug previous commit apology well test time
151,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/512,unplanned,Unknown,Fixed spelling error Fixed spelling error and added option to not shuffle labeled data.,2024-03-01T19:56:19Z,2024-03-01T19:56:24Z,0 days 00:00:05,fix spell error fix spell error add option shuffle label data
152,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/511,unplanned,Unknown,Support for max_errors in randomsearch None,2024-03-01T19:36:45Z,2024-03-01T19:36:52Z,0 days 00:00:07,support maxerrors randomsearch none
153,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/509,unplanned,Unknown,"Type improvements Cleans up some type stuff (no more pydantic version in error messages),
Removes make_example (now it happens automatically, only if there's actually an error),
Fixes some some issues with generics like List[str]",2024-03-01T19:05:34Z,2024-03-01T19:05:44Z,0 days 00:00:10,type improvement clean type stuff pydantic version error message remove makeexample happen automatically there actually error fixes issue generic like list
154,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/507,unplanned,Unknown,Update skycamp2023.ipynb There are 7 train examples.,2024-03-01T17:13:17Z,2024-03-01T18:22:36Z,0 days 01:09:19,update train example
157,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/502,unplanned,Unknown,"Fixed some issues with generics like list[str] Also created a test, and made sure tests run with python 3.9.
Slightly contaminated by reformatting.",2024-02-29T19:19:37Z,2024-02-29T19:19:43Z,0 days 00:00:06,fix issue generic like list also create test make sure test run python slightly contaminate reformatting
158,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/501,unplanned,Unknown,Update template_v2.py to fix issue #428 Fixed all code that could cause issue #428 - key error with the key 'augmented',2024-02-29T17:34:33Z,2024-02-29T17:39:54Z,0 days 00:05:21,update fix issue fix code could cause issue key error key augment
159,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/500,unplanned,Unknown,Update template_v2.py to fix issue #428 Fix crash that occurs when 'augmented' key does not exist. The error is AttributeError: 'dict' object has no attribute 'augmented',2024-02-29T17:23:19Z,2024-02-29T17:36:57Z,0 days 00:13:38,update fix issue fix crash occurs augment key exist error attributeerror dict object attribute augment
